textID,text,selected_text,sentiment
cf9cdcdf32, well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt agai,neutral
e79c31c31c, Not a problem at all sis - respect due,Not a problem,positive
acfbac049f,"   Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!",uld motiva,positive
f2d0944fcd,_anstee i hope! its in expo! that would be amazing. im trying so hard to make perfection so it is.,perfection,positive
f1412f1467,I`m really nervous about giving a speech at a wedding tomorrow,I`m really nervous ab,negative
59b1b05b1f," nm. dang, you on NOW but i gotta bounce in like 4 minutes  i`m just chilling. the usual.",i`m just chilling,positive
122f0261dc,Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,neutral
da2e31db1b,_Reviews THANKS!,THANKS!,positive
72fb9bcf8b,"Sitting, wondering, & wishing for a bunch of stuff that will never be","Sitting, wondering, & wishing for a bunch of stuff that will never be",neutral
5b0abf175e,shower time,shower time,neutral
533c72cf1f,lousy **** landlord.   need to focus on kid`s packing but cant . nevermind sew sleeping bag,need to focus on kid`s packing but cant,negative
adb093890f, Going so soon? I was hoping to hear late nite humor from you....,hoping,positive
144dfb402f,I am so full. No more food tonight... I don`t want no cake and ice cream at this party.,I am so full. No more food tonight... I don`t want no cake and ice cream at this party.,neutral
3f2395f676, that sucks mama,that sucks mama,negative
9f81595b98, I wish you weren`t going to a 19+ venue in Vancouver,I wish you weren`t going to a 19+ venue in Vancouver,neutral
4137a2ac20, It is absolutely incredible. It`s official: My FAVORITE JONAS is FRANKIE. He is the man,incredible.,positive
fb216c870d,Happy Birthday to my ****,Happy Birthday to my ****,positive
3a4db50852," I didnt mind the movie myself, may be because Im not that big a fangirl myself","I didnt mind the movie myself, may be because Im not that big a fangirl myself",neutral
0b87e5c566," I`m not going, sadly.  Maybe next year, eh?",sadly.,negative
6c340185da,surgery effin hurts,hurts,negative
2bb7bda383, Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,t? I`d love,positive
291e9d5727,So bored... need more people for rsmv !!  jagex doesn`t let u say RSMV unless its the first word u say in the sentence.. sad,sad,negative
1eff103696,"****, we have some kind of bugs in our house. And we dont know why or what it is",bugs,negative
10963273b9,Almost lost my phone.,Almost lost my phone.,neutral
d1c734c2c4,   ...Thank you Mr. President!....,...Thank you Mr. President!.,positive
0d1925608e," Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How`s u?","Things good over here. Lovely weather,",positive
563e9ac291,The Star Trek movie was amazing! omg everyone has to go see it,amazing!,positive
dac8a47042, happy birthday,happy,positive
5c4a6118f2,Anotha day of work  not lookin forward i hate closin fri,hate,negative
d57866fd4f,I`m entering a two month study/exam period.  Which is awesome. - See you on the flip side,Which is awesome.,positive
99853188fa," it`s best if i check it while it IS up. when it`s down, i can`t really see anything",best,positive
25e098d166,working from home office today and catching up on everything except twitter,working from home office today and catching up on everything except twitter,neutral
3686cff7dd,Lil cuz coming round today she 5  aww  haha,haha,positive
569fceca58,My stomach effing hurts. Sadly there`ll be no gym class this afternoon,My stomach effing hurts. Sadly there`ll be no gym class this afternoon,negative
92dad66de9,Gotta go now .. i`m going to Circus .. the real Circus not Britney`s Tour  sadly ..,sadly ..,negative
e11371b15e," the next single is 'Hey Lady'.ok, where is my million dollars??","the next single is 'Hey Lady'.ok, where is my million dollars??",neutral
8df08cee8a,Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!,happy,positive
51f461e27e, I have my 830 class  **** school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.,**** school!,negative
f9c05c3110,"is back...been feeling ill and extremely busy all week. happy mother`s day, to all you mama`s out there","is back...been feeling ill and extremely busy all week. happy mother`s day, to all you mama`s out there",neutral
90e2fd75f1,*old me`s dead and gone*,dead,negative
8d6fb4185c,"it`s you and me forever ?, it`s you and me right now   flywithmeobsessive. Im crying",m crying,negative
0a19903154, sounds like the muffler bearings are going bad,going bad,negative
ede4721177,No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot,No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot,neutral
bb217ad44b,"On a day like today I would wear shorts and tshirt, but now I`m at DHQ it`s office wear...","On a day like today I would wear shorts and tshirt, but now I`m at DHQ it`s office wear...",neutral
08e8b684dc,can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,feeling like poo today,negative
c1bfc69b2b, I think they make you turn your phones off  I`ll see what I can do!,I think they make you turn your phones off  I`ll see what I can do!,neutral
9c56dcbab3,I wish I had company,I wish I had company,negative
42a4413514,  aaaawww  would u like an alcoholic beverage of your choice?,aaaawww  would u like an alcoholic beverage of your choice,neutral
eda6389e34,  My Power was cut off  thats where i went,My Power was cut off,negative
4dcd538cc3,looks like it got cloudy again outside! and i have nothing to do tonight! boo friday,boo,negative
49aba92092,"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1",not happy!!! so,negative
a1d7004bc4,It was going to happen one day but I so feel for the girl AND her mum,It was going to happen one day but I so feel for the girl AND her mum,negative
b36a092e84,Stupid idiot who ran a stop sing and almost killed me and my car!,Stupid idiot who ran a stop sing and almost killed me and my car!,negative
2f74ecb5d8, didn`t have my camera with me  totally regretting it now!,y regretting,negative
13654d48b0, awww I wish I could have been there  I`m stuck here about to jab out my eyes with knitting needles,awww I wish I could have been there  I`m stuck here about to jab out my eyes with knitting needles,neutral
9aae1a63d3, braving the standby line @ TheView bright & early today!! hope to hear about your book & hope I get in! 3rd time`s the charm,hope,positive
0f8050afef, Good Luck,Good,positive
893c270d85,im bored.. RC is goin maintenance,bored..,negative
6a2a77702e, can you follow me please?,can you follow me please?,neutral
810148b120,youtube not working,youtube not working,neutral
1791aecf65,Howdyyy,Howdyyy,neutral
f1c89641bc,Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.,expected,positive
d331af7c63,"  i definitely will , although with the caveat  that i normally only read non fiction..but have more in recent years read novels","i definitely will , although with the caveat  that i normally only read non fiction..but have more in recent years read novels",neutral
22163713c5,going through security already miss my baby.,miss,negative
f985ea2837,I don`t ship out until October,I don`t ship out until October,neutral
b219c57957,Clambering about in crashed cars. Hilarious fun,Hilarious,positive
eaca6e62af,  yep! jimmy buffett FTW!!!... jimmy needs to tweet his words of wisdom every morning,yep! jimmy buffett FTW!!!... jimmy needs to tweet his words of wisdom every morning,neutral
187f75f358,"maaate,grooovin was off the chain. uploading videos to youtube  www.youtube.com/sluzzaa  go watch!","maaate,grooovin was off the chain. uploading videos to youtube  www.youtube.com/sluzzaa  go watch!",neutral
bcabb3d212,http://tr.im/kXCL `Immigrant hid passport in pants` What a genius.,What a genius.,positive
33577dd81b," LOL good to know the time in LA, it`s a 9h time difference ...  good morning to ya",good to know,positive
4e913afd6f,nursing my scratches and bumps from Festivus mud wrestling. I swear there`s still dirt in my hair but a good time was had by all,nursing my scratches and bumps from Festivus mud wrestling. I swear there`s still dirt in my hair but a good time was had by all,negative
57b8518fa1, lol awww lol i will i can`t do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy,d tell you love you 2 oxoxoteambreezy,positive
e5ec036d60, she said no,she said no,neutral
e15e11f4fa,I can`t believe how fast this week has gone by,I can`t believe how fast this week has gone by,neutral
c1512932c1, Soooo happy your back!,Soooo happy your back!,positive
17dd98db9a,Listening to Obama with one ear & listening to music with the other,Listening to Obama with one ear & listening to music with the other,neutral
188b9c7830," , finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",", finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",neutral
3fcb1ee230," man, 4 months until we get to see what those drunk tweets were all about","man, 4 months until we get to see what those drunk tweets were all about",neutral
e1c1201fbf, U no that little prob with ur twitter that happen @ that old pep resteraunt! mayb this will help u fix it,mayb this will help u fix it,positive
d446f3664c,missing loverboy so much,missing,negative
6b546c8b3e," Because pop culture is beautiful. Also, you can`t pull weeds wrong. I promise. You can practice on my yard if you are nervous","Because pop culture is beautiful. Also, you can`t pull weeds wrong. I promise. You can practice on my yard if you are nervous",positive
f284612489,Wishing all MOMs a very Happy Mother`s Day!!,a very Happy Mother`s Day!!,positive
f1f2fda39a,Cried my eyes out watching My Girl last period   hahah,Cried,negative
b7f7417fae,great party alenka!!  happy birthday chicky! <3,great party alenka!!  happy birthday chicky!,positive
bb19849987,"this time, i really need to shut it.. i`m going to sleep! my head aches badly and i really can`t take it..",my head aches badly,negative
f027f06531,the sun is shinning! im off out!!,the sun is shinning! im off out!!,neutral
c3a903564e, lol. I see what you did there.,lol.,positive
484aa9b7f6, heh coincidence im a barnsley fan too  how`d you track me down :o,fan too,positive
3da31fa687,"Youtube`s tubes appear to be clogging up somewhat today, connection errors a plenty.",connection errors a plenty.,negative
033d596615," sorry guys, the WAVVES show was canceled, they missed their flight","sorry guys,",negative
229610e500,and young ones....'look what I found'....'breakfast'....,and young ones....'look what I found'....'breakfast'....,neutral
9dbc1e7b89,Just got my heart ripped out  i love you guys,Just got my heart ripped out  i love you guys,positive
1777208983,"going to my bff`s. haha. but thats in like 2 hourssss sooooo...calllll me. actually darn, i have hw","actually darn,",negative
887afb0d2f," unfortunately I know I would like them - which is why I am avoiding them,","unfortunately I know I would like them - which is why I am avoiding them,",neutral
2ae8e9fc46, aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****,aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****,neutral
377583a787, Thanks for the song! Youï¿½re awesome.  I can sing along all day!,Thanks for the song! Youï¿½re awesome.,positive
0068b3323c,_lavish i told diamond to follow you. and why u aitn share the starburst,i told diamond to follow you. and why u aitn share the starburst,neutral
d2c0f66794, was jus so excited t c ur name,excited,positive
42e89671cb,These difficult situation force us to think about marrying a lovable girl,These difficult situation force us to think about marrying a lovable girl,neutral
71d0a47dda,  you and I apparently  how are you?,you and I apparently  how are you?,neutral
df5bd277ca,wishes he can just call her.  blah. it used to be so easy to move on. wtf happened?,wtf happened?,negative
822a6a42da,"good morning tweetie world.  have a great day, everyone.",good,positive
9890c74f80,One of these times I`m going to have the self-awareness NOT to ask one of the principle mourners at a wake how they`re doing.,One of these times I`m going to have the self-awareness NOT to ask one of the principle mourners at a wake how they`re doing.,neutral
fb0e1b0b5d, Philly hasn`t played it yet!!!  You have to do something about that!! Please,! Please,positive
25d37f8198, yeah & when it goes wrong it`s the worst feeling ever,worst,negative
e935d7b070,just got up  Wheres the sun? =O,just got up  Wheres the sun? =O,neutral
96674184d6,_X sorry about that.,sorry,negative
7b0db20429," yeah, getting shows can be an interesting process.  the key is following up... at least that`s what i`ve learned so far",getting shows can be an interesting process.,positive
77a91150bd,_luca LOL!  I`m glad to see I`m not the only one out there!!!,I`m glad to see,positive
1584913060,Sad that everyone is leaving me.,Sad,negative
aac1e0a7fd,  hey hey hey b,hey hey hey b,neutral
59292a9e79,Well its a good thing ``march`` wasnt very long and i didnt like it...cuz its deleted. Ugh,Well its a good thing ``march`` wasnt very long and i didnt like it...cuz its deleted. Ugh,neutral
2262e34ae2,http://twitpic.com/4jhp8 - Waitin on them 2 tell me what`s the plan,http://twitpic.com/4jhp8 - Waitin on them 2 tell me what`s the plan,neutral
ab65c6b83f," TAYLOR! are you back in Nashville now..or LA? well, how was your trip? did ya have fun? love ya girly!",? did ya have fun? love ya girly!,positive
95be4f8fd8,Oh snap... kinda nuts right now... :  I`ve told at least 27  Thanks babes.,Thanks,positive
d401179d8d, i love cobra starship!!  thanks for the suggestion!,i love cobra starship!!  thanks for the suggestion!,positive
bdf4f21532, awwww wat i was gonna buy myself something pretty  nvm,awwww wat i was gonna buy myself something pretty  nvm,neutral
8cbc64a056,after I said hi how are you she did at double take & left. **** it I should have let her look around first,**** it,negative
447733f192, the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,o bad,negative
a04c212559,"My boyfriend just broke his wrist, now he might need surgery  im so nervous",nervous,negative
6b939c99e8," I agree, keep it in Star Trek but make it commercially viable! C`mon!","I agree, keep it in Star Trek but make it commercially viable! C`mon!",positive
c9a0420da8, My cats enjoy the sunbeams from the open windows.  I think that counts.,enjoy,positive
0de5daa69a,Signing off. Mom`s day tomorrow.,Signing off. Mom`s day tomorrow.,neutral
e7b5755bcb,"Had a great weekend with One, hanging with Nick & Brendon, church this morning! Can`t believe Loretta won the Mothers Day raffle again!",great,positive
a7995f1950,  no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!,no one told me the mutual admiration society was meeting,negative
7d7ffdce15, is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,neutral
ccb6912209, did you run into someone I know this weekend?,did you run into someone I know this weekend?,neutral
59b4c96328,Is watching 'It takes Two'.... such a classic lol,such a classic,positive
bf73c02eb3,Is listening to the new jonas brothers song,Is listening to the new jonas brothers song,neutral
6be0f40b90,Sexxxy tiiiiiimmmmmmeee!...whatever that means.,Sexxxy tiiiiiimmmmmmeee!...whatever that means.,neutral
7d8a1d209e,i`m staying up to watch it,i`m staying up to watch it,neutral
32f17aee22,i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,my stomach actually hurts.,negative
cf6c4b4a00,is feeling really sick,is feeling really sick,negative
852cd2b9c1," Pics? Ah, I`ll probably see you at work at some point... Hopefully b4 it grows out too much",Hopefully,positive
06993a0789, I did for years and then moved over to an IBM compatible.  Would love to have both on my desk!   Can you call me a techie?,Would love to,positive
9a525beff0, play vanessa hudgens new songs plz or vfactory,play vanessa hudgens new songs plz or vfactory,neutral
8d9769220b,10 minutes to boarding; 14 hours to home. no window seat,no window seat,negative
97f1c24d27,Happy Star Wars Day! May the 4th be with you  (via Nige the Goth),Happy Star Wars Day! May the 4th be with you,positive
5acdda01f7,"Entered house searching mode yesterday... we need to find an apartment in Dï¿½sseldorf until the end of August, this one was temporary...","Entered house searching mode yesterday... we need to find an apartment in Dï¿½sseldorf until the end of August, this one was temporary..",neutral
5383565acd,I`m a lil sad looks like nomore brooklyn 4 a while WTF ,I`m a lil sad,negative
dad0c9a456,So much to tell-Only blip is her immune system hasn`t recovered-not yet a newborns. Give it 6 more months.  But that`s nothing.,hasn`t recovered-n,negative
efcca2b409,"_M ah. knowing microsoft, they could probby do it, but would want to charge way too much extra for it",want to charge way too much extra for it,negative
0d9de8b085,is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up,bad,negative
b028a47082, soooo jelous of you right now,soooo jelous of you,negative
2ef0d7cc31, I work at a movie theatre in Toledo and I`d let you come see it for free. But it`s not in 3D,I work at a movie theatre in Toledo and I`d let you come see it for free. But it`s not in 3D,neutral
436ac24bc4, and that prob wont happen....,and that prob wont happen....,neutral
b1e3728694,  I hope when you`re calling this the shitshow you mean that in a good way. because this will be fun.,e when you`re calling this the shitshow you mean that in a good way. because this will be fun.,neutral
b30b858bfc, Thank you,Thank you,positive
b333707153,also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It`s sad that my friends encourage me so.,sad th,negative
1bb7a4f6c3,Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,Just a Chillin.,positive
1bf5c354b6,The sun is shining and I`m stuck in work,stuck,negative
ab2d0091a6,"@_katieedwards I can`t yet back, I`ve run out of texts!  I`ll ring you laters xoxo",I`ve run out of texts!,negative
c5931d0d30,"Come on, man, give me some slack!","Come on, man, give me some slack!",neutral
72ee4a3503,i`m celebrating my mother!!  and also celebrating my legacy as a woman of God.,celebrating,positive
5852a1a637,Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite,beautiful weather.,positive
0ddbe6068e,Exams are so stressful,stressful,negative
da83070320,#itsucks when everyone but the one i want to text me is texting me!,#itsucks,negative
21deaed5d9," woop rehearsing songs  Yep, sounds even enough to me",", sounds even enough to me",positive
dc91cd5158,Dell FX100 Pc-over-IP audio device (Teradici) is giving me a hard time in #Linux #Ubuntu Jaunty  Kernel isnt loading the snd-hda-intel drv,hard,negative
0e1dbb950b,babysitting my hubby cam cam,babysitting my hubby cam cam,neutral
cde1e5f0f5, that would be great!!!  thanks!!,that would be great!!!,positive
b084848bea,_gutter Trent wore that shirt at my show,_gutter Trent wore that shirt at my show,neutral
c33f6f7215,_benson  Woohoo! Well Done! I started Macarena-ing too,Woohoo! Well Done!,positive
9624b0b500,Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her,Wishin I didn`t have to work,negative
49a3b7288b, I`m glad/sad that it`s not just me/my iPhone  #badoptus,I`m glad/sad that it`s not just me/my iPhone  #badoptus,neutral
53c1eefd9e, so haven`t seen any videos the last few days  hope everything is ok...,so haven`t seen any videos the last few days  hope everything is ok...,neutral
a7b2b3ec1d,Chillaxing in Hyde park,Chillaxing,positive
7db07f3e7b,"_extacy lol i know eric, i wont delete you! just people i dont really know and never talk. and bands","lol i know eric, i wont delete you! just people i dont really know and never talk. and bands",neutral
000efa962a, I`m going to watch it now,I`m going to watch it now,neutral
03cb3c01b6,"at work.. missing my miami fam , , , carolina, , ,  &&& more",missing,negative
8f8f3ed38c,  sitting next to magicmoment,sitting next to magicmoment,neutral
86727ae7f2,http://twitpic.com/67ljj - As if teenagers need any more encouragement,As if teenagers need any more encouragement,neutral
e2c9efe517,Sick......and no it`s not the swine flu atleast I hope not,Sick..,negative
204aeabe52," Whoo hoo Chuck! Although it is gloomy out, today is a much better day!",better,positive
45517650dd,Sitting waiting for dough to rise. There`s something about it that calms me down. Maybe the knowledge that I`ll have cinnamon rolls soon,calms me down.,positive
5f9a140220,"Up early so washed and waxed the car. I`m sure the neighbours think I`m mad, I wash it nearly every week.","Up early so washed and waxed the car. I`m sure the neighbours think I`m mad, I wash it nearly every week.",neutral
25efb02546, i want to comment but don`t understand what you`re saying,t don`t understand,negative
a82412d77c,"Oh, time to eat and make conversation with the domestic partner.","Oh, time to eat and make conversation with the domestic partner.",neutral
e6bf7c13e3, Made so many new friends on Twitter around USA. Another bike across USA trip would be amazing to see people!,would be amazing,positive
94907bfb23,Please everyone to vote for me to become the next Maxim Coors Caddy girl...only takes a few minutes  http://tinyurl.com/dloeyu,Please everyone to vote for me to become the next Maxim Coors Caddy girl...only takes a few minutes,neutral
864adb0d02, jet blue is okay I guess. They cancel flights and don`t have a lot of backup planes. And no first class,They cancel flights and don`t have a lot of backup planes. And no first class,negative
4148a10b84, Btw happy mom`s day to hannah and your mom and han`s mom! Yey! Moms unite! This is your day,happy,positive
b43a159bfe, Chabibi. It`s a long running joke. I don`t give a flying **** if anyone follows me at all!,Chabibi. It`s a long running joke. I don`t give a flying **** if anyone follows me at all!,neutral
57d8d754d3,Finally a Black Disney princess.,Finally,positive
96de84d102, I am like the most saddest person on jtv right now because you are not on,saddest,negative
37051dddd9, awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye,hard to say goodbye,negative
ef877b6c71,  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,neutral
9f0481e677,someone WOULD give a speech about loved ones in the hospital. Stupid COMM class,Stupid COMM class,negative
a5f45ef8e9,diiinner  its sooo cold right here D:,diiinner  its sooo cold right here D:,neutral
4349a49444, the end when they sing this is me and when they sing play my music,the end when they sing this is me and when they sing play my music,neutral
4c43e57a4e,Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this **** is taking over my life...LOL,Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this **** is taking over my life...LOL,neutral
67d6007d7b,"wish I could feel no pain (8)  but it`s ok, at least they like Brazil!",like,positive
ce7d9490be,hoping i didn`t fail english. that would just be sad,hoping i didn`t fail english. that would just be sad,positive
3c9cd969e3,i miss dooooooodddddiiiieeee,miss,negative
84419da5cd, Attach him to  after all mammals mammary glands will produce milk.  Or may be formula?,Attach him to  after all mammals mammary glands will produce milk.  Or may be formula?,neutral
14823c91a2,"Warhammer 40k: Space Marines `officially` announced, only for 360 and PS3.  No luck for PC gamers",No luck for PC gamers,negative
1a4876c9c4,ah! i almost missed snl. thanks twitterfriends,ah! i almost missed snl. thanks twitterfriends,neutral
dd98466b8b,__  im so sick  I fell over last night outside coz I was putting something in the bin,im so sick,negative
8f67bc22ae,That`s how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.,That`s how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.,neutral
b874ca5647,"A singing girl. Talented, yeah. Good to complain about? No","Talented,",positive
4d9e43aa45, the kid that got a second chance shudnt have. mowgli didnt. gutted,a second chance shudnt have. mowgli didnt. gutted,negative
c086643272,  sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...,be usefu,positive
bfa7aac0a2," yes DON`T FORGET the koala pics   I`m pubquizzing tonight in the 11e if you`re back in time. Sinon, mardi?","yes DON`T FORGET the koala pics   I`m pubquizzing tonight in the 11e if you`re back in time. Sinon, mardi?",neutral
fe906a37fe,Thanks to all who follow me  ... wish ya`ll the best ;),Thanks to all who follow me  ... wish ya`ll the best ;),positive
771f82173e,   Thank you soooo much!!!      Bella,Thank you,positive
a297a2f414,Good mornin` everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .,Beautiful,positive
50dca3ae2a," yum, yum.  I love quesadillas....and wallpaper for that matter tooo","yum, yum.",positive
9a7e47c167,_addict yeah like super short  I guess I`ll just have to hold my breath till Sunday.,_addict yeah like super short  I guess I`ll just have to hold my breath till Sunday.,neutral
3ca99f60e0,I want to play audition with Anna ~ -mHc-SMOOCH,I want to play audition with Anna,neutral
6c67f0c9c3,Showered in ice-cold water. Sweating now. Means one thing: I`m sick,I`m sick,negative
0f3d01cda7,Hmmm...strained my back  Hope it`s better tomorrow morning..,strained my back  Hope it`s better tomorrow morning..,neutral
f23d42b8e3,"just got back from the ER... i cut myself while trying to cook a nice lunch  3 stiches on my right index finger, talk about ouchie",cut myself,negative
146503eb1e,agh! freaking out about going to Wales already! >< not packed!!,freaking out,negative
cea2861940,"spray tan = fail on legs and feet. I`ve been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok","spray tan = fail on legs and feet. I`ve been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok",negative
3e86e8f21e,_RachineA oh so you said you good-byes and hugs  my dad left around 4 in the morning so I woke up to an empty house i`m pretty scared.,i`m pretty scared.,negative
a068b95bd9, Can you ask Ryan why he stopped following me on Twitter,stopped,negative
9632c35e86,God I just want to sleep.,God I just want to sleep.,neutral
ba56629e33," Awhhh age doesn`t matter, you awesome lady you!",you awesome lady you!,positive
512bc6d6de,getting ready for work,getting ready for work,neutral
c360ac59be," Haha, true  thankfully the regular keyboard does the job... most of the time.",thankfully,positive
63cda6d23d,LOOPJAZZ  yess!!! ez most bejï¿½n,LOOPJAZZ  yess!!! ez most bejï¿½n,neutral
be9d13a65c," go to vegas, but don`t spend all ur money!!!!","go to vegas, but don`t spend all ur money!!!!",neutral
04bbce0abc,I came home thinking that maybe there was something good to eat. Apparently not.,Apparently not.,negative
e012d9d78c,new super power camping place -> 24 hr MAC @ Springleaf Tower  ...still eating my fries.,new super power camping place -> 24 hr MAC @ Springleaf Tower  ...still eating my fries.,neutral
072064864c,"I can`t go out when my heart is home sick  even if it is my bday, family health comes 1st","I can`t go out when my heart is home sick  even if it is my bday, family health comes 1st",neutral
4e491882da,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,neutral
a2b498f846,UGH I missed the POTUS @ MY Five Guys!!!! 2 blocks from my house and 3 blocks from my job.  http://www.politico.com/politico44/,missed,negative
5b236a3218,says she wants to be w/ marykay @ sendai right now,says she wants to be w/ marykay @ sendai right now,neutral
5cf388d315,Had a fun late night talk with   Good night world.,fun,positive
57053c2d16," nope, would be no music","nope, would be no music",neutral
026b1deb59,"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd.","Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd.",neutral
f92434b1e2, Going to see Star Trek,Going to see Star Trek,neutral
c0c9eaa968,"is aching from rugby, good game","is aching from rugby, good game",neutral
ff26920ecc, its almost your birthday!!,its almost your birthday!!,neutral
3ade80fe74,"may gray, coldplay, and nice showers...work at 2",nice showers...,positive
a3603b45fb,its funny you said we`d never make it and look how far we`ve come....  IM BACK ON HEAHHH!  um. yeah. school :/,funny,positive
f71e92064e,aww i feel bad cause i dunno if nicole is in the city looking for me. she`s probably worried  srry hun,she`s probably worried  srry hun,negative
d7cc763f8a, me toooooo! Thank u,Thank u,positive
30c71ba325,. I want all the soldiers to come home so we don`t have to hear about anymore being killed.,. I want all the soldiers to come home so we don`t have to hear about anymore being killed.,positive
88a2445fc8,good weekend,good weekend,positive
85d60cfa5a,meeting  and friend tonight - going to discuss human trafficking issues. Daly is chaplain/therapist and an interesting guy,an interesting guy,positive
c99298f8df, hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!,hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!,neutral
bcb99ce1ef, hes definitely my fav host ever!  Can`t wait to watch the rest tomorrow!!,my fav host ever!,positive
2fa4d0b1b2,"i wanna do something tonight, but that doesnt look very promising",that doesnt look very promising,negative
548989249e,Guess I have to go back and scrape out the oven now. Blerg,Guess I have to go back and scrape out the oven now. Blerg,neutral
d131289faf,Happy star wars day everyone,Happy star wars day everyone,positive
e331bde9e7,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.,neutral
74873d30f7,Having a pj dayy.....Doesnt happen veryy often,Having a pj dayy.....Doesnt happen veryy often,neutral
ebe8f8516d," You`re welcome. I`m going to repost several times to get the message out, maybe help another dog",welcome.,positive
8472323928,no so sad about that  i`m from MALTA have you heard about it ?,so sad ab,negative
d497141ca8, me too,me too,neutral
a1f6095799,  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do,Enjoy...wish I was there! Nice day in Springfield today,positive
5530ce872f, oh no!  i`m sorry. at least you`ll still be able to buy regular tickets and not worry about limits?,oh no!  i`m sorry,negative
1a762a9ca0," haha that was good, slightly geeky but funny  x","good,",positive
1161282b59,I have a license and a car..at least for now.,I have a license and a car..at least for now.,neutral
f1c4da2a2e, say hello to Marina Green ... couldn`t participate in Barcelona this weeken,couldn`t participate,negative
b8ba2e0d51, I hope it`s something relatively minor and easy to heal. I can`t stand it when the furbabies get sick.,I hope it`s something relatively minor and easy to heal. I can`t stand it when the furbabies get sick.,neutral
69879e6134,"Oh, I`ve just watched the third episode of JONAS, it`s awesome.",it`s awesome.,positive
f7be4bc7ad,wants to go out tonight but cant get home,but cant get home,negative
3a1bdf5e7d, i love Paramore!  welcome back,love,positive
ed13b6c3cb,"_DAHSAR Thanxs hun, you too!",Thanxs,positive
f80742ab93,@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake),@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake),neutral
b4a8e21d58," Fun to read, thanks! You Brits make things interesting  Funny they whittled 33 saints days to four,... http://ff.im/-2zgfk",Funny,positive
c20404edaf,you forgot your fans too!  haha,you forgot your fans too!  haha,neutral
